Column1,program,NCS직무분류,apply_option,직무코드,업종분류,관련자격증,훈련기간,훈련시간,평균연령대,주관부처,훈련유형,주야구분/주말여부
6882,미용사(피부) 자격증 취득모집중,피부미용(12010102),피부미용,12010102,10,미용사(피부),2024-02-01~2024-05-23(1회차),"75일,총300시간",31,제주,실업자계좌제,주간/주중
6883,피부 미용사자격증(실기)_A모집중,피부미용(12010102),피부미용,12010102,10,미용사(피부),2024-02-15~2024-06-20(1회차),"53일,총210시간",-,성남고용센터,실업자계좌제,"주간/주말,주중혼합"
6884,"웹디자이너기초(Html5,CSS)+챗GPT모집중",디지털디자인(08020104),디지털디자인,8020104,2,-,2024-02-05~2024-03-11(1회차),"20일,총60시간",-,서울고용,근로자직업능력개발훈련,야간/주중
6885,요양보호사 자격증 취득(사회복지사 자격 소지자)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-19~2024-03-02(1회차),"11일,총50시간",-,부산동부고용,실업자계좌제,"야간/주말,주중혼합"
6886,자바(JAVA)프로그래밍 입문+챗GPT모집중,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-02-05~2024-03-11(1회차),"20일,총60시간",-,서울고용,근로자직업능력개발훈련,야간/주중
6887,파이썬(Python)프로그래밍 입문+챗GPT모집중,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-03-04~2024-04-04(1회차),"20일,총60시간",-,서울고용,근로자직업능력개발훈련,야간/주중
6888,네일 강사양성모집중,네일미용(12010104),네일미용,12010104,10,-,2024-02-14~2024-03-26(1회차),"23일,총90시간",-,수원고용센터,실업자계좌제,주간/주중
6889,요양보호사자격취득과정(신규자)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-20~2024-05-26(1회차),"80일,총320시간",-,대전고용센터,근로자직업능력개발훈련,-
6890,"전산회계1급 자격증취득(이론,실기)모집중",회계·감사(02030201),회계·감사,2030201,3,전산회계1급,2024-02-06~2024-04-02(1회차),"20일,총60시간",-,광주고용센터,근로자직업능력개발훈련,"[광주상무본점]상무역도보5분거리수강신청을눌러주시면친절한상담도와드리겠습니다.∎실무중심+자격증취득∎더존,케이렙∎취업분야:사무관리,총무,회계사무원,경리사무원등∎수업부터자격증시험까지가능.공식시험센터지정∎다양한현장실무및강의경력을바탕으로한최고의강사진∎수강생이직접평가한5점만점중평균4.8점의높은수강만족도∎교재무료제공∎동영상강의제공☎문의062-710-2131"
6891,[재직자] 챗GPT를 활용한 업무자동화 엑셀 실무모집중,사무행정(02020302),사무행정,2020302,3,-,2024-02-14~2024-02-23(1회차),"8일,총24시간",47,광주고용센터,근로자직업능력개발훈련,야간/주중
6892,실무를 위한 CAD(캐드) 인벤터를 활용한 기계설계모집마감,기계요소설계(15010201),기계요소설계,15010201,12,-,2024-01-16~2024-03-28(1회차),"50일,총200시간",36,익산고용센터,실업자계좌제,주간/주중
6893,영상편집(프리미어 기초부터 유튜브 활용)_A모집중,디지털디자인(08020104),디지털디자인,8020104,2,-,2024-02-06~2024-03-13(1회차),"13일,총39시간",-,서울북부고용센터,근로자직업능력개발훈련,야간/주중
6894,떡제조기능사 취득(필기+실기) 및 다양한 떡 실기과정모집중,떡제조(21020103),떡제조,21020103,10,떡제조기능사,2024-01-29~2024-03-20(1회차),"15일,총60시간",41,성남고용센터,실업자계좌제,주간/주중
6895,"전기기능사자격증 취득(필기,실기)과정모집중",내선공사(19010701),내선공사,19010701,13,전기기능사,2024-03-25~2024-05-17(1회차),"40일,총200시간",-,전주고용센터,실업자계좌제,주간/주중
6896,"SNS 홍보마케팅(블로그,인스타,유튜브)모집중",마케팅전략기획(02010301),마케팅전략기획,2010301,3,-,2024-02-05~2024-02-23(1회차),"13일,총39시간",-,구미고용센터,근로자직업능력개발훈련,주간/주중
6897,"지게차 운전 기능사 (필기, 실기)모집중",지게차운전(14070401),지게차운전,14070401,1,지게차운전기능사,2024-03-11~2024-03-29(1회차),"15일,총105시간",-,성남고용센터,실업자계좌제,주간/주중
6898,커피바리스타2급 자격취득 및 카페디저트모집중,커피관리(13010203),커피관리,13010203,10,커피바리스타2급,2024-03-04~2024-04-23(1회차),"22일,총66시간",49,순천고용센터,근로자직업능력개발훈련,야간/주중
6899,기초 조리 실습 및 한식조리기능사 자격취득(이론+실기) 과정모집마감,한식조리(13010101),한식조리,13010101,10,한식조리기능사,2024-01-17~2024-02-23(1회차),"26일,총91시간",47,서울서부고용센터,실업자계좌제,주간/주중
6900,요양보호사자격증취득과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-15~2024-04-12(1회차),"40일,총320시간",-,서울관악고용센터,실업자계좌제,주간/주중
6901,지게차운전기능사 취득 실기반(주말)모집마감,지게차운전(14070401),지게차운전,14070401,1,지게차운전기능사,2024-01-06~2024-01-28(1회차),"8일,총56시간",33,부산동부고용,근로자직업능력개발훈련,주간/주말
6902,피부미용사 국가자격증 취득과정모집마감,피부미용(12010102),피부미용,12010102,10,미용사(피부),2024-01-15~2024-03-19(1회차),"44일,총220시간",36,통영고용,실업자계좌제,주간/주중
6903,네일미용 단기속성 S모집중,네일미용(12010104),네일미용,12010104,10,-,2024-01-26~2024-03-13(1회차),"29일,총140시간",26,고양고용센터,실업자계좌제,주간/주중
6904,게임 C++ 블루프린트 클라이언트 개발자모집중,게임콘텐츠제작(08030205),게임콘텐츠제작,8030205,2,-,2024-02-26~2024-08-27(1회차),"120일,총360시간",-,서울고용,실업자계좌제,주간/주중
6905,요양보호사자격취득과정_사회복지사자격소지자모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-03-05~2024-03-17(1회차),"11일,총50시간",-,대전고용센터,근로자직업능력개발훈련,"야간/주말,주중혼합"
6906,커피2급자격증 및 음료제조과정모집중,커피관리(13010203),커피관리,13010203,10,커피바리스타2급,2024-01-18~2024-02-23(1회차),"16일,총65시간",45,구미고용센터,근로자직업능력개발훈련,주간/주중
6907,로더운전기능사자격증취득반(실기)모집중,로더운전(14070105),로더운전,14070105,1,로더운전기능사,2024-01-27~2024-03-03(1회차),"10일,총80시간",46,고양고용센터,근로자직업능력개발훈련,주간/주말
6908,컴퓨터활용능력2급과 사무행정실무모집중,사무행정(02020302),사무행정,2020302,3,"정보기술자격(ITQ)-아래한글A,컴퓨터활용능력2급",2024-02-28~2024-04-25(1회차),"40일,총140시간",-,광주고용센터,실업자계좌제,주간/주중
6909,제빵브런치(천연발효빵을 포함한 다양한 반죽법)모집마감,제빵(21020102),제빵,21020102,10,-,2024-01-19~2024-02-08(1회차),"15일,총60시간",35,수원고용센터,실업자계좌제,주간/주중
6910,관광업종 근로자를 위한 중국어 기초회화모집중,국내여행안내(12030103),국내여행안내,12030103,10,-,2024-01-31~2024-04-30(1회차),"60일,총120시간",-,제주,근로자직업능력개발훈련,야간/주중
6911,(내선공사)전기공사 및 신재생에너지 실무자 양성 과정모집중,내선공사(19010701),내선공사,19010701,13,전기기능사,2024-06-10~2024-12-09(1회차),"125일,총870시간",-,제주,국가기간전략산업직종훈련,주간/주중
6912,"(전기시스템제어) PLC 자동제어시스템(시퀀스회로, PLC프로그래밍, HMI) 운영 실무 A모집중",자동제어시스템운영(19010804),자동제어시스템운영,19010804,13,-,2024-03-26~2024-08-30(1회차),"105일,총820시간",-,안산고용센터,국가기간전략산업직종훈련,주간/주중
6913,요양보호사자격증취득과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-29~2024-06-21(1회차),"40일,총320시간",-,서울관악고용센터,근로자직업능력개발훈련,"요양보호사요양보호사자격증취득과정요양보호사자격증취득요양보호사자격취득요양보호사자격증국비지원금천구취업율높은국비3년인증기관주간반09;10-17;40"
6914,지게차+굴삭기(굴착기)운전 자격증반모집마감,지게차운전(14070401),지게차운전,14070401,1,"굴착기운전기능사,지게차운전기능사",2024-01-22~2024-02-15(1회차),"17일,총136시간",40,의정부고용센터,근로자직업능력개발훈련,주간/주중
6915,제과기능사 취득(이론+실기)모집중,제과(21020101),제과,21020101,10,제과기능사,2024-01-29~2024-02-29(1회차),"20일,총80시간",44,수원고용센터,근로자직업능력개발훈련,주간/주중
6916,요양보호사 자격취득과정모집마감,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-01-22~2024-05-02(1회차),"70일,총320시간",63,춘천고용,근로자직업능력개발훈련,주야혼합/주중
6917,에너지관리(배관)기능장 실기작업형 단기과정모집중,보일러설치·정비(15050204),보일러설치·정비,15050204,12,"에너지관리기능장,배관기능장",2024-03-21~2024-03-22(1회차),"2일,총16시간",-,울산고용센터,근로자직업능력개발훈련,주간/주중
6918,미용사(네일)자격증 취득과정(실기)모집중,네일미용(12010104),네일미용,12010104,10,미용사(네일),2024-03-26~2024-07-09(1회차),"36일,총180시간",-,서울동부고용센터,실업자계좌제,"훈련시간:화,목10:00~16:30(일6시간)교재및실기기본실습재료제공자기부담금월납가능(2회)높은합격률취업알선1:1맞춤수업수강문의024710005(강동구천호역1번출구바로앞)"
6919,배전활선전공 취득모집마감,외선공사(19010702),외선공사,19010702,13,배전활선전공,2024-01-08~2024-02-02(1회차),"20일,총156시간",33,전북지사,사업주지원금훈련,-
6920,국가기술자격증 산림기능사 취득과정모집중,산림보호(24030202),산림보호,24030202,3,산림기능사,2024-03-04~2024-05-07(1회차),"45일,총180시간",-,인천북부고용센터,실업자계좌제,주간/주중
6921,미용사(일반) 자격증 취득모집중,헤어미용(12010101),헤어미용,12010101,10,미용사(일반),2024-02-03~2024-11-03(1회차),"80일,총318시간",39,제주,근로자직업능력개발훈련,주간/주말
6922,쁘띠디저트모집마감,제과(21020101),제과,21020101,10,-,2024-01-22~2024-02-06(1회차),"12일,총48시간",35,군산고용,근로자직업능력개발훈련,주간/주중
6923,간호조무사자격증취득과정모집중,감염관리(06020403),감염관리,6020403,5,간호조무사,2024-04-23~2025-02-20(1회차),"204일,총1520시간",-,대전고용센터,근로자직업능력개발훈련,주간/주중
6924,지게차운전기능사 취득(실기)모집중,지게차운전(14070401),지게차운전,14070401,1,지게차운전기능사,2024-02-05~2024-03-13(1회차),"25일,총100시간",53,구미고용센터,실업자계좌제,주간/주중
6925,헤어미용사국가자격증취득(속성)과정모집중,헤어미용(12010101),헤어미용,12010101,10,미용사(일반),2024-02-26~2024-05-14(1회차),"54일,총230시간",-,광주고용센터,실업자계좌제,주간/주중
6926,전기(산업)기사(필기+실기) 종합반모집중,내선공사(19010701),내선공사,19010701,13,"전기산업기사,전기기사",2024-02-27~2024-06-18(1회차),"75일,총300시간",56,성남고용센터,실업자계좌제,주간/주중
6927,온라인쇼핑몰운영(스마트스토어)모집중,전자상거래(10030102),전자상거래,10030102,4,-,2024-01-26~2024-02-28(1회차),"10일,총30시간",40,광주고용센터,근로자직업능력개발훈련,주간/주중
6928,메이크업 미용사 국가자격증 취득 과정모집중,메이크업(12010103),메이크업,12010103,10,미용사(메이크업),2024-02-08~2024-05-08(1회차),"55일,총220시간",-,통영고용,실업자계좌제,-
6929,요양보호사 자격 취득과정모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-14~2024-04-11(1회차),"40일,총320시간",-,보령고용센터,실업자계좌제,"주간/주말,주중혼합"
6930,일식조리 실무향상(일본식 가정요리)모집중,일식조리(13010104),일식조리,13010104,10,-,2024-02-19~2024-03-12(1회차),"8일,총32시간",57,서초고용센터,근로자직업능력개발훈련,주간/주중
6931,컴활2급자격증취득과정(필기+실기)모집중,사무행정(02020302),사무행정,2020302,3,컴퓨터활용능력2급,2024-03-11~2024-04-01(1회차),"16일,총80시간",-,대구서부고용센터,실업자계좌제,주간/주중
6932,[스마트웹&콘텐츠개발]자바(JAVA)기반 풀스텍(프론트엔드&백엔드)개발자 양성A모집중,응용SW엔지니어링(20010202),응용SW엔지니어링,20010202,18,-,2024-02-08~2024-08-01(1회차),"119일,총950시간",-,성남고용센터,국가기간전략산업직종훈련,주간/주중
6933,요양보호사 자격증 취득과정(사회복지사자격증소지자)모집중,요양지원(06010108),요양지원,6010108,5,요양보호사,2024-02-17~2024-03-30(1회차),"7일,총50시간",-,서울관악고용센터,근로자직업능력개발훈련,"주간/주말,주중혼합"
6934,전자회로제작 및수리(기초)모집마감,로봇하드웨어설계(19030801),로봇하드웨어설계,19030801,13,-,2024-01-20~2024-01-21(1회차),"2일,총16시간",35,수원고용센터,근로자직업능력개발훈련,주간/주말
6935,CRS자격증 취득과정모집마감,여행상품상담(12030102),여행상품상담,12030102,10,"아바쿠스발권,아바쿠스예약",2024-01-13~2024-02-24(1회차),"9일,총72시간",37,서울남부고용센터,근로자직업능력개발훈련,주간/주말
6936,"컴퓨터기초문서실무(윈도우,인터넷,한글,엑셀,파워포인트)모집중",사무행정(02020302),사무행정,2020302,3,-,2024-02-27~2024-05-16(1회차),"24일,총70시간",-,인천고용센터,근로자직업능력개발훈련,야간/주중
